distance_km,num_stops,traffic,weather,pickup_hour,day_of_week,package_size,delivery_experience_years,delivery_time_min
4.91,0,moderate,rainy,20,4,small,6,24.4
10.82,0,moderate,sunny,15,3,medium,2,28.3
21.66,1,moderate,sunny,17,1,large,7,75.3
5.65,0,moderate,rainy,13,2,small,4,27.7
17.65,1,low,rainy,21,5,medium,8,63.2
12.79,3,moderate,rainy,7,6,small,7,33.4
2.02,0,moderate,sunny,11,6,large,6,16.3
28.03,1,heavy,snowy,17,1,medium,1,151.3
12.7,1,moderate,sunny,18,3,small,6,38.2
23.63,5,low,windy,10,3,small,7,76.4
12.78,5,low,sunny,19,2,medium,5,68.3
28.15,5,moderate,sunny,13,3,medium,6,109.5
9.07,2,low,sunny,19,2,small,6,45.0
12.66,3,moderate,rainy,11,0,large,2,81.1
22.89,3,moderate,rainy,17,2,medium,4,91.2
10.64,5,heavy,sunny,10,2,large,1,74.5
11.25,4,moderate,sunny,9,2,small,8,59.6
29.85,5,low,sunny,17,4,small,1,99.4
16.89,3,moderate,sunny,17,4,small,8,55.2
20.84,5,heavy,rainy,11,0,small,6,117.3
19.48,4,low,sunny,16,2,small,5,63.4
24.92,4,heavy,sunny,21,0,small,5,63.2
25.92,3,moderate,sunny,12,5,medium,1,80.4
17.12,2,low,sunny,14,6,small,7,30.7
9.19,3,low,snowy,10,3,small,4,63.3
1.17,2,heavy,sunny,14,6,medium,8,27.5
18.62,3,very_heavy,windy,20,4,medium,9,100.5
24.85,1,heavy,rainy,16,6,medium,10,92.4
13.79,4,moderate,sunny,9,6,medium,10,54.6
5.36,3,heavy,sunny,18,4,small,8,42.2
9.0,4,low,rainy,13,3,medium,2,38.5
15.54,1,moderate,rainy,7,5,medium,3,56.1
25.18,4,moderate,sunny,16,1,small,10,76.2
5.57,4,very_heavy,windy,11,2,small,10,59.9
18.56,0,moderate,sunny,21,3,large,3,38.5
22.72,2,moderate,sunny,21,1,small,7,57.7
28.11,4,low,sunny,17,3,small,10,76.0
3.94,5,moderate,rainy,16,5,small,9,37.4
27.83,4,low,sunny,11,5,large,10,86.7
18.24,2,heavy,sunny,8,6,medium,3,77.1
23.12,1,low,sunny,7,6,large,5,73.5
2.09,5,moderate,sunny,13,2,medium,6,39.0
15.43,5,low,sunny,11,4,medium,10,63.4
18.87,5,moderate,windy,21,2,small,10,65.7
9.55,1,low,sunny,11,6,small,6,22.0
13.23,2,moderate,windy,10,1,medium,9,44.7
16.85,1,moderate,rainy,19,1,large,4,74.8
16.8,5,moderate,rainy,19,6,large,6,73.7
1.73,5,heavy,windy,12,1,large,8,55.9
13.46,1,moderate,sunny,8,4,medium,9,32.9
6.81,1,moderate,sunny,8,2,small,1,35.7
27.54,3,heavy,sunny,14,1,medium,0,110.2
29.31,2,low,sunny,20,4,small,2,92.4
9.34,2,heavy,sunny,12,5,small,1,57.7
5.67,2,very_heavy,rainy,7,1,small,2,58.0
6.98,4,heavy,rainy,12,6,small,10,69.0
14.59,5,moderate,sunny,7,0,small,6,66.8
26.3,5,heavy,rainy,13,0,small,1,152.9
15.25,2,moderate,sunny,14,6,medium,7,65.4
2.13,4,moderate,sunny,17,0,medium,10,28.0
1.68,4,very_heavy,sunny,8,2,medium,9,40.5
7.21,1,low,sunny,14,0,medium,9,27.0
25.36,4,heavy,sunny,9,1,small,9,107.8
18.83,2,moderate,sunny,13,0,small,8,59.0
17.11,3,low,sunny,21,2,medium,9,62.7
9.91,4,moderate,sunny,18,2,small,8,39.1
27.92,5,heavy,rainy,19,1,medium,7,161.4
10.27,5,moderate,sunny,7,5,medium,2,47.0
25.13,4,heavy,rainy,18,0,small,10,125.1
26.93,3,moderate,rainy,19,3,large,0,93.7
14.76,2,heavy,sunny,17,2,small,3,69.6
26.88,2,moderate,sunny,18,4,medium,7,86.0
8.67,5,heavy,windy,7,2,large,7,62.3
19.92,1,low,sunny,18,3,medium,9,68.1
3.09,3,moderate,sunny,19,5,medium,0,41.5
14.48,4,heavy,windy,10,1,medium,8,62.5
6.91,0,low,rainy,14,3,small,1,26.1
2.35,3,moderate,rainy,13,3,medium,6,23.7
0.61,1,heavy,rainy,8,5,medium,2,19.7
10.08,1,heavy,sunny,8,3,small,6,51.8
17.89,3,heavy,rainy,11,5,small,1,88.3
13.93,0,heavy,sunny,8,5,large,0,67.3
9.4,0,heavy,windy,14,5,small,10,33.8
29.74,2,moderate,sunny,7,4,large,5,70.4
28.22,3,moderate,sunny,7,6,small,5,83.1
4.21,0,heavy,sunny,16,0,small,4,5.0
12.75,2,heavy,rainy,10,3,medium,9,74.2
19.64,1,low,sunny,12,5,medium,8,36.0
22.14,3,moderate,rainy,12,0,small,5,86.4
11.31,1,moderate,sunny,14,5,small,1,48.9
22.52,0,heavy,sunny,13,0,small,7,71.6
4.16,3,moderate,sunny,8,5,medium,2,40.8
10.29,5,heavy,sunny,7,1,small,3,52.6
21.63,3,heavy,rainy,13,4,medium,7,113.3
18.96,2,low,windy,15,5,small,10,58.0
25.2,2,moderate,rainy,18,5,small,2,85.8
1.88,0,moderate,sunny,9,4,small,0,18.2
5.64,1,low,sunny,8,6,small,4,26.4
1.93,2,moderate,windy,15,0,medium,7,26.3
6.17,3,moderate,rainy,20,1,large,7,48.3
0.63,2,heavy,rainy,10,0,small,10,20.5
15.37,5,moderate,sunny,8,5,small,2,51.2
16.09,3,low,rainy,13,6,large,8,50.2
19.91,0,moderate,sunny,15,6,small,8,44.7
11.85,3,heavy,rainy,16,3,small,9,50.0
0.59,3,moderate,windy,8,0,medium,9,19.9
20.38,0,moderate,windy,16,1,small,3,62.5
2.1,2,heavy,sunny,12,4,small,3,29.1
26.05,5,low,rainy,7,6,large,4,90.8
1.17,2,moderate,sunny,20,6,medium,3,30.5
16.15,2,moderate,sunny,15,5,medium,1,64.9
26.9,1,heavy,rainy,11,6,small,3,128.8
17.39,0,heavy,sunny,19,3,small,4,53.3
18.45,1,low,sunny,18,1,large,8,49.6
20.61,4,heavy,rainy,10,3,large,0,113.2
4.11,5,heavy,rainy,21,0,medium,8,54.5
20.41,3,heavy,sunny,14,4,small,8,71.3
26.47,4,heavy,sunny,10,2,medium,1,117.2
29.24,3,heavy,rainy,13,2,small,10,86.8
13.57,3,low,sunny,9,0,medium,7,38.4
10.66,2,moderate,sunny,19,6,medium,7,52.4
22.72,0,heavy,sunny,11,2,small,8,81.4
16.51,2,moderate,rainy,13,5,small,8,43.5
8.09,5,moderate,sunny,8,3,medium,4,54.5
5.58,3,heavy,sunny,21,4,large,5,53.8
5.52,4,heavy,windy,11,3,small,6,53.4
14.05,0,heavy,windy,16,4,small,2,41.5
5.52,1,heavy,rainy,12,1,medium,0,34.4
1.08,1,low,rainy,15,6,small,7,17.6
2.04,2,heavy,windy,15,2,small,2,29.4
27.93,5,very_heavy,sunny,11,0,small,3,150.3
2.65,2,low,sunny,13,6,small,1,21.5
2.66,3,low,rainy,15,0,small,5,28.0
13.81,3,heavy,windy,10,3,large,6,70.5
7.73,2,moderate,rainy,8,5,medium,9,38.1
28.9,5,low,sunny,9,2,medium,5,98.5
27.37,1,low,windy,13,1,small,4,39.0
12.44,0,moderate,rainy,10,1,medium,8,45.1
13.74,4,moderate,sunny,11,4,small,3,48.0
11.57,3,heavy,snowy,17,4,medium,0,87.5
1.62,1,moderate,rainy,17,3,small,0,24.6
9.14,5,heavy,rainy,21,3,medium,9,39.8
4.12,0,low,windy,18,2,small,7,22.6
3.52,1,moderate,sunny,13,6,medium,1,32.1
17.05,0,moderate,rainy,20,1,medium,2,55.3
3.41,1,heavy,sunny,20,5,small,9,26.7
3.54,4,very_heavy,windy,10,5,large,7,48.0
14.68,4,moderate,windy,9,0,small,5,45.5
13.55,3,very_heavy,rainy,20,1,small,4,86.4
4.56,5,low,rainy,20,3,medium,4,40.7
0.63,0,moderate,rainy,19,1,medium,8,5.7
6.19,3,heavy,sunny,13,5,small,2,45.3
7.46,0,moderate,sunny,19,3,small,9,23.6
24.11,5,heavy,sunny,18,5,small,2,116.2
27.51,3,low,rainy,18,0,small,2,68.4
12.48,4,heavy,rainy,16,0,small,4,73.1
12.45,3,low,rainy,11,4,small,8,49.5
21.52,2,low,sunny,18,5,medium,0,63.4
18.99,4,moderate,rainy,20,6,medium,1,74.2
5.93,5,heavy,sunny,20,5,medium,4,30.2
3.68,1,moderate,snowy,15,5,large,1,24.1
13.41,5,moderate,windy,7,0,small,4,59.7
17.16,4,low,sunny,18,4,small,4,62.6
4.59,0,low,rainy,10,4,small,6,15.4
9.15,5,low,sunny,10,2,small,3,57.0
9.53,1,heavy,sunny,8,6,medium,5,41.9
8.21,3,low,rainy,9,6,small,10,50.2
14.09,0,moderate,rainy,14,5,medium,5,37.4
19.77,1,moderate,sunny,11,6,large,8,64.5
15.53,3,moderate,sunny,12,3,small,3,62.3
6.44,4,moderate,sunny,14,5,small,9,44.7
3.54,4,low,sunny,14,0,medium,6,36.2
24.75,2,moderate,sunny,13,1,medium,1,70.5
14.64,4,heavy,sunny,13,4,small,9,83.9
2.33,0,low,windy,20,0,medium,7,13.3
8.11,5,heavy,sunny,11,5,small,3,62.2
24.22,1,low,sunny,7,1,medium,6,52.3
22.68,3,heavy,sunny,19,2,medium,10,109.5
26.34,5,very_heavy,sunny,8,1,small,1,175.4
18.26,1,low,rainy,18,3,small,0,63.7
12.98,2,moderate,sunny,11,0,medium,8,50.9
13.09,4,moderate,sunny,19,5,medium,3,57.1
6.22,5,heavy,windy,9,6,large,9,67.9
19.7,1,moderate,rainy,9,5,medium,8,60.8
17.76,3,moderate,sunny,13,1,medium,10,51.1
5.07,1,low,sunny,13,2,medium,8,23.9
26.63,3,low,rainy,17,1,medium,10,70.5
11.37,2,moderate,rainy,16,4,small,6,47.4
1.97,0,moderate,windy,21,6,small,1,12.1
10.17,5,heavy,sunny,17,6,medium,2,75.1
26.16,3,heavy,rainy,10,6,small,9,127.6
27.55,2,moderate,sunny,8,4,small,3,64.5
14.97,0,moderate,sunny,10,1,small,10,51.3
28.71,0,heavy,rainy,21,2,large,9,128.6
26.32,2,heavy,rainy,18,2,medium,7,124.6
24.84,3,heavy,sunny,18,0,medium,1,78.8
25.86,1,very_heavy,sunny,11,5,large,2,154.3
11.77,4,moderate,rainy,14,4,medium,8,42.8
22.82,2,heavy,sunny,17,6,medium,4,87.9
17.53,0,moderate,sunny,21,5,small,4,44.7
21.73,3,low,sunny,15,4,medium,0,87.2
5.74,1,moderate,sunny,7,0,large,5,20.1
22.08,0,moderate,rainy,19,3,medium,0,51.5
28.75,0,moderate,sunny,21,3,small,1,94.4
9.43,1,low,sunny,7,4,medium,10,35.5
29.59,3,heavy,rainy,12,3,small,8,109.2
11.66,5,moderate,sunny,21,5,small,10,60.1
6.39,1,moderate,rainy,21,0,small,10,22.4
3.81,0,low,sunny,21,0,small,10,13.4
23.66,1,moderate,rainy,21,6,small,4,86.6
16.87,1,low,rainy,7,3,medium,2,42.5
9.56,1,moderate,rainy,9,5,small,7,48.9
18.45,1,moderate,sunny,14,6,large,6,40.4
10.3,5,heavy,rainy,16,0,small,4,98.5
13.73,2,moderate,rainy,13,4,small,5,56.2
25.95,3,moderate,sunny,11,1,small,2,54.5
20.21,4,heavy,sunny,10,1,small,5,86.5
22.99,0,moderate,sunny,16,1,small,10,49.0
17.71,1,heavy,sunny,21,5,small,4,49.4
29.75,2,low,sunny,19,0,medium,5,109.0
7.62,2,moderate,windy,9,4,small,10,41.5
8.24,0,low,snowy,9,2,medium,9,36.2
3.23,3,moderate,sunny,10,1,small,8,24.4
16.84,1,very_heavy,windy,17,1,small,0,65.1
18.59,1,moderate,rainy,7,2,small,9,55.9
21.92,3,moderate,sunny,17,2,small,0,86.3
10.4,5,low,windy,15,2,medium,0,51.9
0.86,5,heavy,rainy,16,3,small,3,41.1
19.15,5,moderate,sunny,19,6,medium,4,67.6
29.96,2,low,sunny,15,3,large,1,88.8
9.19,0,very_heavy,sunny,16,1,small,6,33.5
5.93,1,moderate,windy,14,4,large,10,23.3
8.81,2,moderate,sunny,16,5,medium,7,37.7
13.05,1,low,sunny,12,4,medium,10,43.4
7.9,1,low,sunny,7,3,large,9,27.7
10.74,0,heavy,sunny,7,4,small,8,40.9
19.33,1,moderate,sunny,17,6,medium,1,71.0
10.68,3,very_heavy,windy,16,0,small,7,71.2
12.18,2,low,sunny,13,6,medium,0,49.2
1.68,0,moderate,windy,18,6,small,8,15.5
27.58,3,heavy,sunny,14,6,small,9,84.7
12.5,5,moderate,sunny,10,3,large,1,65.4
10.18,2,moderate,sunny,15,5,small,5,36.7
3.05,1,moderate,sunny,12,0,small,1,21.0
19.21,1,moderate,windy,21,2,small,5,57.9
25.98,2,heavy,rainy,17,6,medium,4,95.0
1.71,1,moderate,sunny,18,1,small,9,19.2
4.79,5,moderate,windy,17,5,small,2,41.2
4.82,5,moderate,rainy,17,2,large,8,56.9
18.27,2,moderate,sunny,18,4,small,7,57.0
27.68,5,low,rainy,13,4,small,8,82.7
13.41,5,very_heavy,rainy,19,6,medium,10,129.9
10.64,0,low,rainy,7,2,small,2,27.8
23.09,2,low,sunny,16,5,small,0,66.6
22.41,3,moderate,sunny,15,3,medium,6,65.1
7.78,2,low,sunny,7,2,medium,1,20.6
5.24,2,low,sunny,16,0,small,4,26.3
11.06,2,low,sunny,7,0,medium,5,27.9
23.38,4,low,rainy,17,5,medium,6,94.3
21.0,1,moderate,sunny,14,0,medium,0,57.6
20.14,3,heavy,sunny,16,0,medium,6,76.7
24.97,1,moderate,sunny,16,1,medium,8,63.8
8.68,5,moderate,sunny,11,2,small,0,38.3
10.52,0,moderate,sunny,16,1,medium,4,22.6
1.75,0,moderate,rainy,10,4,small,3,11.9
26.13,0,moderate,windy,18,5,small,3,75.7
17.68,2,moderate,sunny,8,3,large,5,70.7
9.29,3,moderate,windy,9,4,small,1,53.9
2.55,5,moderate,windy,17,6,small,5,34.3
21.84,2,low,rainy,7,6,small,0,69.3
22.59,1,heavy,snowy,21,4,medium,1,112.0
20.15,2,very_heavy,sunny,7,0,medium,5,89.4
6.51,0,heavy,sunny,14,5,small,9,22.0
27.44,2,low,rainy,21,5,medium,7,56.4
22.72,4,heavy,sunny,17,2,small,3,112.9
19.9,0,moderate,sunny,16,1,large,3,67.1
19.7,4,low,sunny,17,0,medium,5,80.1
27.18,1,heavy,sunny,17,1,small,0,108.9
27.89,4,heavy,sunny,9,5,large,7,123.1
18.07,4,low,sunny,11,6,small,1,60.3
12.79,4,very_heavy,snowy,9,1,small,7,95.2
11.23,4,low,sunny,10,2,small,4,53.2
24.66,4,moderate,rainy,10,5,small,4,100.6
19.52,1,low,sunny,16,0,large,4,64.1
2.78,0,low,sunny,20,6,medium,1,23.0
4.69,2,very_heavy,windy,15,0,medium,2,54.0
27.06,3,moderate,sunny,7,1,large,2,77.3
26.59,3,low,sunny,17,0,small,9,75.0
28.58,4,heavy,rainy,15,5,small,1,108.1
13.12,1,heavy,sunny,18,2,medium,1,56.4
23.63,5,heavy,sunny,12,3,small,2,81.8
24.93,2,heavy,windy,13,3,medium,4,115.4
9.81,1,heavy,sunny,16,2,small,6,48.9
4.79,4,moderate,rainy,17,5,small,4,50.8
29.91,0,moderate,sunny,10,3,small,5,102.9
1.39,2,heavy,sunny,15,5,small,5,29.0
18.12,4,low,sunny,21,4,small,1,69.1
19.68,4,low,rainy,7,4,small,0,68.3
20.61,1,moderate,sunny,11,6,small,7,44.7
8.04,0,low,windy,15,3,medium,10,27.0
21.79,0,moderate,rainy,20,2,small,0,42.8
6.88,0,heavy,sunny,21,5,small,10,21.9
24.96,4,moderate,sunny,15,4,small,10,70.4
6.96,4,moderate,rainy,15,3,small,8,46.9
21.05,3,moderate,rainy,13,2,small,6,61.7
23.61,3,heavy,sunny,13,6,small,3,115.5
6.07,1,low,windy,18,1,small,6,36.0
7.52,1,low,sunny,15,0,large,0,41.0
23.48,0,moderate,windy,15,4,small,3,73.6
3.04,4,moderate,windy,19,0,small,4,43.4
6.13,0,moderate,sunny,9,5,medium,5,25.0
13.94,0,moderate,sunny,21,5,small,2,41.2
27.94,4,low,sunny,17,5,small,4,80.5
17.08,3,moderate,sunny,15,1,small,7,57.5
11.94,2,moderate,rainy,15,6,medium,10,49.6
29.36,1,moderate,sunny,15,0,medium,9,71.4
14.18,0,heavy,rainy,15,0,small,0,68.2
13.3,2,heavy,windy,12,2,large,6,67.6
12.64,2,low,snowy,18,3,medium,5,75.7
9.71,3,moderate,sunny,10,4,medium,5,51.8
10.11,0,low,snowy,16,2,small,8,43.4
20.79,1,low,sunny,14,6,large,3,49.8
1.7,0,heavy,sunny,12,5,small,5,24.6
20.61,2,low,sunny,19,1,small,9,71.1
6.44,1,low,rainy,11,0,medium,6,23.0
11.83,1,heavy,sunny,16,4,large,6,64.5
4.82,3,heavy,sunny,10,1,small,10,43.6
16.81,2,heavy,sunny,10,1,small,0,82.5
22.02,1,heavy,windy,15,5,large,4,58.9
10.96,4,moderate,sunny,21,1,medium,5,48.2
5.32,2,moderate,rainy,11,2,medium,0,20.4
7.18,2,moderate,rainy,8,6,small,5,40.7
24.63,2,moderate,sunny,8,4,small,10,88.9
8.4,0,moderate,sunny,14,4,large,8,32.0
23.35,2,low,sunny,18,6,small,0,61.3
10.27,3,low,sunny,17,5,medium,9,38.1
6.07,0,heavy,windy,10,3,medium,8,24.7
21.96,3,low,sunny,19,4,large,9,69.0
14.32,0,moderate,rainy,9,3,medium,1,50.9
1.42,3,heavy,rainy,15,2,small,9,34.6
28.82,0,heavy,windy,19,6,medium,0,104.4
4.86,1,moderate,sunny,19,4,large,0,34.0
10.93,2,low,windy,17,5,large,3,50.3
11.85,3,heavy,rainy,11,2,small,8,68.6
14.94,4,moderate,sunny,18,1,small,9,71.1
23.67,2,moderate,rainy,12,0,medium,6,87.0
0.68,0,heavy,sunny,12,5,medium,0,16.3
28.01,2,low,rainy,14,3,small,9,95.2
19.56,4,moderate,rainy,16,3,small,2,90.8
28.54,0,low,rainy,10,0,small,8,73.6
24.61,4,low,windy,20,5,small,3,67.9
27.87,2,moderate,rainy,20,1,small,6,88.1
18.23,0,moderate,sunny,11,4,large,1,69.6
11.04,4,moderate,sunny,10,2,medium,10,42.0
13.57,0,moderate,windy,8,1,small,1,60.0
19.91,2,heavy,rainy,13,1,medium,10,81.2
13.09,1,heavy,windy,9,5,small,9,51.7
22.08,3,low,sunny,20,0,medium,1,78.3
3.21,0,heavy,sunny,20,0,large,7,12.5
24.98,0,low,windy,19,2,small,3,83.0
6.52,3,moderate,rainy,11,6,large,3,34.4
28.35,5,moderate,sunny,17,4,small,3,67.3
5.09,0,heavy,sunny,14,5,medium,2,28.5
4.31,2,low,windy,11,1,large,10,28.6
24.45,4,moderate,rainy,15,6,medium,0,102.4
24.65,1,low,sunny,9,0,small,3,74.0
22.29,2,low,sunny,21,0,small,3,66.9
28.84,5,moderate,sunny,9,3,small,4,121.7
8.48,4,moderate,sunny,11,3,small,3,34.2
24.89,1,heavy,sunny,10,2,small,7,73.0
10.89,4,moderate,sunny,14,1,small,10,50.0
16.35,4,moderate,rainy,17,2,medium,7,81.0
13.65,3,heavy,sunny,21,2,small,2,60.9
0.67,2,heavy,rainy,12,4,small,10,13.3
17.45,5,heavy,sunny,10,2,medium,4,102.9
22.55,5,low,sunny,7,1,small,3,93.0
5.65,5,moderate,sunny,15,4,medium,7,47.3
27.98,4,heavy,sunny,21,4,medium,10,131.2
16.15,2,low,rainy,7,3,medium,3,46.5
5.76,0,low,windy,21,0,small,2,21.0
19.56,0,low,rainy,10,6,medium,8,69.6
6.16,5,moderate,rainy,20,3,medium,5,34.2
2.37,2,moderate,windy,8,1,medium,7,31.8
20.72,0,moderate,rainy,20,5,medium,4,77.1
3.77,1,moderate,sunny,11,2,medium,0,27.8
3.63,0,moderate,rainy,11,1,small,3,23.0
22.33,3,low,sunny,10,4,small,9,79.1
2.13,3,heavy,sunny,9,0,medium,10,25.7
24.39,2,moderate,rainy,18,1,medium,4,82.9
23.99,4,low,rainy,8,4,medium,7,92.8
4.67,2,low,sunny,13,5,small,1,27.4
15.79,5,moderate,windy,21,6,small,2,48.6
3.35,4,heavy,sunny,13,4,medium,7,51.5
19.16,0,moderate,rainy,19,1,medium,0,50.5
2.36,1,low,windy,17,4,small,8,16.7
28.36,4,low,sunny,18,5,large,10,93.4
6.63,3,low,windy,21,4,medium,0,41.8
20.65,4,moderate,rainy,8,5,medium,6,67.6
4.28,2,heavy,rainy,11,5,medium,3,39.7
6.68,0,moderate,windy,11,3,small,7,14.4
13.8,4,heavy,rainy,8,6,small,9,60.4
17.41,4,low,sunny,8,4,small,0,76.4
29.97,3,moderate,rainy,8,0,small,7,78.3
1.26,2,heavy,sunny,21,1,small,2,21.9
0.51,0,moderate,sunny,19,3,medium,5,11.6
10.84,4,heavy,sunny,15,3,medium,4,70.6
11.3,3,low,sunny,19,5,small,5,38.1
26.57,4,moderate,rainy,12,4,small,8,94.9
27.42,1,moderate,windy,14,0,medium,6,85.2
26.48,4,low,snowy,20,3,medium,3,80.0
4.72,4,heavy,sunny,9,3,large,7,46.1
12.66,5,moderate,sunny,9,6,small,6,65.9
22.5,3,low,sunny,14,4,small,0,82.9
9.72,4,heavy,sunny,10,1,large,6,61.4
20.07,2,heavy,sunny,17,1,small,3,99.5
7.5,4,heavy,sunny,16,2,medium,1,58.5
10.04,4,heavy,windy,11,2,small,5,52.9
25.88,4,low,sunny,8,0,small,5,79.4
7.89,5,moderate,rainy,8,5,medium,8,50.0
28.95,0,very_heavy,windy,13,0,medium,4,153.6
9.53,4,low,rainy,11,0,small,8,52.1
1.19,4,moderate,sunny,7,0,medium,3,14.2
8.02,3,heavy,sunny,17,0,large,6,58.2
5.55,3,low,snowy,21,3,medium,10,30.0
15.45,4,heavy,sunny,21,5,large,6,90.5
3.83,2,moderate,sunny,8,6,large,7,31.3
18.97,2,heavy,snowy,9,5,medium,4,123.4
26.31,4,moderate,rainy,13,4,medium,7,80.5
11.19,4,moderate,rainy,20,4,medium,9,46.5
5.47,1,heavy,sunny,15,2,large,9,25.5
12.3,4,low,sunny,13,2,medium,10,30.8
23.69,1,moderate,rainy,20,6,small,3,71.6
17.95,0,heavy,sunny,16,0,small,9,44.5
3.48,5,very_heavy,sunny,21,5,medium,3,52.9
16.35,1,very_heavy,sunny,19,5,large,9,97.7
14.31,1,moderate,rainy,21,0,small,0,54.3
10.15,1,moderate,sunny,15,1,large,9,44.4
3.75,2,moderate,windy,12,2,small,2,22.4
29.44,0,moderate,sunny,7,6,small,2,81.1
5.69,0,moderate,sunny,17,3,large,6,20.7
6.19,2,low,windy,10,5,large,5,33.5
4.79,1,low,windy,7,4,medium,1,21.1
17.32,1,moderate,rainy,19,0,large,5,50.6
13.59,5,moderate,windy,13,4,medium,8,63.8
7.86,3,moderate,sunny,15,4,large,5,51.2
13.17,0,low,sunny,18,6,large,6,47.8
20.37,0,heavy,sunny,11,6,small,9,47.7
8.81,4,very_heavy,sunny,19,4,small,1,66.9
27.5,1,moderate,rainy,15,6,small,3,55.3
9.54,0,heavy,rainy,15,0,small,9,50.9
6.35,3,heavy,sunny,11,4,small,1,48.7
28.66,5,low,sunny,18,4,small,2,101.6
24.41,2,low,snowy,10,1,small,3,92.0
10.62,4,low,sunny,16,3,medium,9,60.1
25.32,2,low,sunny,19,4,small,1,75.2
15.81,0,moderate,sunny,8,2,small,4,45.5
10.73,4,low,sunny,13,4,small,4,40.3
25.27,5,heavy,sunny,17,5,small,0,122.8
22.69,5,moderate,sunny,11,4,medium,1,52.5
9.29,0,moderate,sunny,7,2,large,4,29.6
18.4,3,very_heavy,sunny,13,1,medium,0,98.6
11.4,3,very_heavy,sunny,14,4,medium,10,79.2
0.53,0,heavy,sunny,20,6,large,4,14.8
28.87,5,heavy,sunny,19,3,medium,0,96.7
16.71,0,very_heavy,sunny,9,3,small,6,82.5
18.15,1,moderate,windy,11,6,small,8,59.7
18.2,5,heavy,rainy,9,2,medium,6,130.9
16.74,3,low,sunny,20,5,medium,6,34.7
9.06,4,moderate,sunny,12,1,medium,1,50.7
29.16,2,moderate,rainy,20,1,small,8,104.8
18.84,4,low,sunny,7,1,large,10,76.3
20.29,0,low,rainy,15,0,medium,4,49.6
13.92,4,low,snowy,8,3,large,1,61.0
8.99,0,low,sunny,15,2,medium,2,17.3
2.4,1,low,sunny,7,1,small,7,9.6
10.83,3,moderate,sunny,9,5,small,7,58.6
5.69,2,heavy,sunny,9,3,small,9,53.6
20.03,0,moderate,sunny,17,1,small,4,62.2
26.43,4,moderate,rainy,16,1,large,9,113.5
9.43,1,low,sunny,15,5,small,3,43.6
10.32,5,heavy,rainy,9,1,small,5,54.2
20.28,0,low,rainy,10,2,small,7,42.5
4.9,1,moderate,sunny,12,0,medium,3,20.1
27.92,1,moderate,snowy,21,5,small,4,96.9
11.23,3,heavy,rainy,17,2,small,9,53.3
3.49,2,very_heavy,sunny,7,4,large,6,44.5
5.65,0,heavy,snowy,7,2,small,6,27.3
28.02,3,heavy,rainy,12,5,large,6,141.3
7.79,5,moderate,sunny,10,2,small,8,63.4
20.04,0,moderate,sunny,13,6,medium,10,52.4
5.11,1,low,sunny,21,5,medium,4,14.1
6.23,2,low,rainy,9,3,small,3,40.2
26.44,4,very_heavy,windy,15,3,medium,10,153.5
4.87,0,very_heavy,sunny,14,4,small,5,26.0
1.05,1,moderate,sunny,16,4,small,10,10.1
15.29,1,low,sunny,15,4,large,9,50.7
25.95,3,low,rainy,14,0,large,8,104.0
10.12,0,moderate,sunny,11,1,small,7,39.4
4.28,3,low,sunny,21,3,medium,10,17.4
29.48,2,moderate,sunny,11,3,small,3,79.8
20.46,1,low,rainy,9,0,small,4,67.9
25.6,5,low,sunny,8,1,small,6,58.9
22.69,4,low,sunny,8,3,medium,2,55.8
21.1,4,heavy,sunny,12,3,medium,5,89.9
11.84,5,moderate,sunny,19,4,medium,7,74.0
10.07,1,moderate,sunny,9,0,large,5,33.6
21.65,5,moderate,sunny,7,5,medium,7,79.9
21.64,1,heavy,rainy,14,2,small,1,81.6
28.54,1,moderate,sunny,15,3,small,5,91.5
17.28,3,heavy,sunny,15,6,medium,10,67.1
9.19,4,low,sunny,7,2,small,2,40.9
14.94,3,moderate,sunny,10,2,small,5,68.1
18.6,3,moderate,sunny,12,1,small,6,60.4
13.09,2,heavy,sunny,18,4,small,6,77.2
23.84,3,very_heavy,sunny,16,6,medium,1,123.0
17.75,2,heavy,sunny,19,3,medium,1,79.0
0.78,2,heavy,snowy,15,1,medium,8,36.6
17.31,3,low,sunny,13,6,large,5,77.3
19.19,3,moderate,sunny,15,0,medium,9,58.5
27.5,1,low,windy,12,2,small,10,80.3
12.7,0,low,sunny,9,0,medium,1,31.7
17.45,1,moderate,rainy,15,0,small,3,54.0
14.51,2,heavy,sunny,11,6,large,9,48.6
16.18,0,heavy,rainy,10,0,medium,3,52.0
2.49,1,heavy,windy,17,6,small,2,32.6
26.97,5,moderate,sunny,7,3,medium,1,100.8
27.36,1,heavy,windy,7,2,small,5,87.0
16.67,4,heavy,sunny,12,6,large,4,96.9
16.92,0,heavy,rainy,15,0,small,10,67.0
2.2,5,low,sunny,19,4,small,10,28.9
18.14,1,moderate,sunny,14,5,large,0,71.9
13.16,2,heavy,sunny,10,2,small,9,54.3
21.42,4,very_heavy,windy,12,2,small,0,139.2
1.89,1,low,rainy,12,0,medium,7,15.4
21.47,3,moderate,windy,12,0,medium,10,56.9
8.96,4,moderate,sunny,17,0,small,3,50.7
19.73,0,low,sunny,18,3,small,1,55.7
19.0,0,heavy,sunny,17,3,small,0,92.3
7.19,4,low,sunny,12,2,small,3,49.3
13.49,1,moderate,sunny,11,4,small,10,31.5
25.15,5,heavy,windy,8,2,small,5,109.2
